Event,Waveform,chirp_mass,mass_1_source,mass_2_source,luminosity_distance,redshift,ra,dec,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,theta_jn,psi,phase,network_matched_filter_snr
GW230814_061920,C00:IMRPhenomXPHM-SpinTaylor,76.17879,69.93911,43.02141,3968.10687,0.6383,4.25703,0.64515,0.33764,0.46443,1.32888,1.55658,3.15689,3.18007,1.58308,1.96721,1.34541,11.49522
GW230814_061920,C00:Mixed,76.47191,72.35469,42.92238,3833.94447,0.62044,4.2575,0.62702,0.40761,0.47242,1.28343,1.54015,3.1461,3.21119,1.58066,2.03023,1.81817,11.58206
GW230814_061920,C00:Mixed+XO4a,76.38139,71.51325,42.78308,3916.16917,0.63121,4.25532,0.62742,0.407,0.47511,1.31974,1.55277,3.15117,3.20132,1.59723,1.9614,1.70772,11.55069
GW230814_061920,C00:NRSur7dq4,77.57785,72.25834,44.92584,3699.33907,0.60263,4.25933,0.62378,0.42374,0.48499,1.27885,1.50931,3.18501,3.14505,1.57799,2.07042,1.94747,11.66988
GW230814_061920,C00:SEOBNRv5PHM,75.67355,74.86847,40.80909,3836.6774,0.62076,4.26074,0.60975,0.46263,0.46736,1.23859,1.55433,3.10451,3.30096,1.57756,2.05221,2.18561,11.58186
GW230609_064958,C00:IMRPhenomXPHM-SpinTaylor,39.77711,35.66622,25.25064,3314.03246,0.55097,1.78523,-0.28844,0.46275,0.48002,1.92242,1.79887,3.07383,3.14338,1.58473,1.57074,3.64413,10.72352
GW230609_064958,C00:Mixed,39.69023,35.85385,25.03198,3319.19397,0.55176,1.77917,-0.28792,0.4674,0.48209,1.93583,1.83568,3.07834,3.11097,1.59668,1.58006,3.29145,10.71518
GW230609_064958,C00:NRSur7dq4,39.60142,35.85812,24.87508,3329.84772,0.55326,1.78111,-0.28954,0.47142,0.47799,1.95346,1.84781,3.09995,3.12989,1.59503,1.58767,3.10983,10.71633
GW230609_064958,C00:SEOBNRv5PHM,39.68959,36.03192,24.96336,3315.31615,0.5513,1.77355,-0.28825,0.4677,0.48833,1.93034,1.86033,3.06709,3.0612,1.60644,1.58175,3.11629,10.70607
GW231206_233134,C00:IMRPhenomXPHM-SpinTaylor,41.63493,35.61635,28.03734,3215.7161,0.5366,3.6606,-0.03045,0.46846,0.47973,1.73604,1.79921,3.1028,3.17147,1.55158,1.58593,3.1114,11.95052
GW231206_233134,C00:Mixed,41.84763,36.3989,28.69488,3038.6765,0.51128,3.68451,-0.02875,0.52812,0.49066,1.76348,1.75534,3.1645,3.10341,1.53804,1.57128,3.12569,12.03271
GW231206_233134,C00:NRSur7dq4,41.61362,36.80308,28.49413,2961.07334,0.50049,3.71163,-0.02159,0.57506,0.48669,1.79833,1.69654,3.23203,3.06508,1.5019,1.56592,3.17202,12.0994
GW231206_233134,C00:SEOBNRv5PHM,42.31175,36.76965,29.5922,2936.65238,0.49641,3.67149,-0.03535,0.5409,0.50734,1.75654,1.77452,3.16744,3.07549,1.55947,1.56171,3.10202,12.04944
GW230904_051013,C00:IMRPhenomXPHM-SpinTaylor,9.05938,11.06517,7.04283,1043.8294,0.2047,2.77081,0.32026,0.32668,0.42719,1.34831,1.38743,3.14002,3.19156,1.98838,1.59261,3.35826,10.34396
GW230904_051013,C00:Mixed,9.05582,10.99718,7.07653,1039.07292,0.20386,2.76018,0.32575,0.31211,0.41992,1.36207,1.38412,3.14803,3.18235,1.99181,1.59143,3.24694,10.35134
GW230904_051013,C00:SEOBNRv5PHM,9.05233,10.92959,7.11003,1034.36345,0.20302,2.75033,0.3313,0.29756,0.41263,1.37584,1.3801,3.1591,3.17412,1.9954,1.5899,3.13538,10.35864
GW230924_124453,C00:IMRPhenomXPHM-SpinTaylor,31.65343,29.0779,23.03996,2368.86296,0.41755,1.56899,0.63526,0.35862,0.41044,1.45319,1.59922,3.03219,3.18987,1.71889,1.52764,2.96051,14.00369
GW230924_124453,C00:Mixed,31.73159,28.98152,23.24081,2363.61074,0.41676,1.59767,0.62677,0.37026,0.41773,1.47248,1.57292,3.07291,3.18127,1.72251,1.51571,3.02944,14.01721
GW230924_124453,C00:NRSur7dq4,31.76191,28.86865,23.43375,2350.1686,0.41471,1.5866,0.58932,0.35003,0.41107,1.4631,1.56493,3.09035,3.22312,1.7695,1.4791,3.08656,14.01438
GW230924_124453,C00:SEOBNRv5PHM,31.77921,29.0105,23.23805,2372.45687,0.4181,1.62772,0.64782,0.4025,0.43258,1.50612,1.54726,3.10544,3.14043,1.68445,1.54139,3.02145,14.03329
GW230704_021211,C00:IMRPhenomXO4a,32.18532,32.60097,20.28151,2788.30198,0.4764,1.15573,-0.27363,0.32452,0.4199,1.64712,1.68478,3.13505,3.14117,1.50004,1.54735,3.39916,9.76726
GW230704_021211,C00:IMRPhenomXPHM-SpinTaylor,32.21672,33.73566,20.21811,2655.86231,0.45673,1.15854,-0.27405,0.30026,0.4407,1.58549,1.65718,3.08594,3.15237,1.4819,1.49617,3.19467,9.82701
GW230704_021211,C00:Mixed,32.19135,33.83084,20.07476,2668.28124,0.45871,1.14904,-0.27412,0.30984,0.44487,1.59776,1.64487,3.0648,3.14399,1.48922,1.50164,3.04407,9.82382
GW230704_021211,C00:Mixed+XO4a,32.19032,33.5188,20.12997,2698.21725,0.46312,1.15046,-0.2741,0.31394,0.43856,1.61032,1.65397,3.08292,3.14115,1.49183,1.51436,3.13264,9.8099
GW230704_021211,C00:NRSur7dq4,32.29839,33.62567,20.27381,2672.32798,0.45935,1.14822,-0.26929,0.30913,0.44055,1.58076,1.63412,3.05012,3.16831,1.49366,1.51296,2.97346,9.82035
GW230704_021211,C00:SEOBNRv5PHM,32.0605,34.17254,19.74914,2669.19681,0.45888,1.14862,-0.27835,0.31981,0.45256,1.62685,1.63968,3.08113,3.12246,1.47604,1.50875,2.96561,9.82612
GW230805_034249,C00:IMRPhenomXPHM-SpinTaylor,36.30446,35.43688,21.70759,3297.50478,0.54787,2.77169,-0.11294,0.60633,0.48927,1.39584,1.51752,3.17084,3.1399,1.38525,1.59682,3.61616,9.92633
GW230805_034249,C00:Mixed,36.69691,33.2457,22.61636,3485.85179,0.57365,2.76687,-0.11306,0.53028,0.48235,1.43065,1.52067,3.17431,3.16716,1.3704,1.58397,3.28376,9.84212
GW230805_034249,C00:NRSur7dq4,36.55664,31.82773,23.08237,3518.87944,0.57827,2.77176,-0.11937,0.47459,0.47274,1.45296,1.52834,3.15901,3.19716,1.34833,1.58624,3.11658,9.80048
GW230805_034249,C00:SEOBNRv5PHM,37.22507,32.47421,23.0145,3652.81133,0.59637,2.76072,-0.11092,0.51446,0.4834,1.44461,1.51554,3.19364,3.15143,1.3679,1.56758,3.13022,9.80116
GW231102_071736,C00:IMRPhenomXO4a,71.69729,61.2268,44.14951,3735.25443,0.60974,2.62242,-0.06405,0.44802,0.45194,1.25383,1.70265,3.10927,3.15626,1.63996,1.6084,3.09958,16.17218
GW231102_071736,C00:IMRPhenomXPHM-SpinTaylor,71.39632,62.42437,43.49429,3674.82212,0.60129,2.58196,-0.04194,0.40665,0.45052,1.26957,1.58237,3.13579,3.11616,1.64527,1.60015,4.29355,16.18682
GW231102_071736,C00:Mixed,70.99088,62.28387,42.6823,3730.45717,0.60905,2.58369,-0.04542,0.38839,0.4544,1.30994,1.52947,3.07265,3.12626,1.64532,1.59642,3.99525,16.18832
GW231102_071736,C00:Mixed+XO4a,71.16896,62.01936,43.04725,3732.3029,0.60931,2.59339,-0.05045,0.40329,0.4537,1.29581,1.57304,3.08086,3.13343,1.64561,1.60101,3.77311,16.18419
GW231102_071736,C00:NRSur7dq4,70.32217,62.46127,42.04777,3696.66506,0.60458,2.60498,-0.05332,0.36433,0.45826,1.32485,1.47948,3.01233,3.12748,1.63957,1.59443,3.78164,16.18104
GW231102_071736,C00:SEOBNRv5PHM,71.24193,61.94488,42.48888,3822.15656,0.62158,2.56688,-0.04281,0.39501,0.45515,1.33582,1.52725,3.07217,3.1355,1.65377,1.59309,3.9129,16.19681
GW230708_230935,C00:IMRPhenomXO4a,67.37583,64.96355,38.82353,3549.59641,0.5837,4.17424,-0.80474,0.39987,0.47417,1.50809,1.61561,3.14379,3.04466,1.98251,1.59695,2.03266,10.0169
GW230708_230935,C00:IMRPhenomXPHM-SpinTaylor,67.55832,66.34259,38.7745,3478.04438,0.57356,4.1518,-0.82899,0.44148,0.47229,1.48495,1.58708,3.1111,3.08677,2.03253,1.69908,1.96688,10.04772
GW230708_230935,C00:Mixed,67.50388,65.30996,38.9055,3516.45437,0.57894,4.16189,-0.82162,0.41126,0.46905,1.52905,1.58646,3.11153,3.01575,2.01591,1.72449,2.72126,10.03259
GW230708_230935,C00:Mixed+XO4a,67.47996,65.22444,38.88702,3525.03197,0.58018,4.16592,-0.81695,0.40831,0.4703,1.52355,1.59386,3.12068,3.02253,2.00723,1.6923,2.54869,10.02878
GW230708_230935,C00:NRSur7dq4,67.58151,64.4054,38.97005,3585.5397,0.58851,4.16514,-0.82163,0.39025,0.4638,1.53622,1.58121,3.11895,2.98529,2.02075,1.73391,3.09206,10.01775
GW230708_230935,C00:SEOBNRv5PHM,67.4144,65.18447,39.02915,3482.07667,0.57429,4.16697,-0.81463,0.40218,0.47173,1.56316,1.587,3.1095,2.97254,1.995,1.74695,3.10043,10.03284
GW231029_111508,C00:IMRPhenomXO4a,66.4094,66.41282,40.04078,3123.27632,0.52249,3.34687,0.00867,0.43787,0.51148,1.37152,1.32406,3.14134,3.23793,1.6107,1.56521,2.64753,12.21084
GW231029_111508,C00:IMRPhenomXPHM-SpinTaylor,67.39594,66.40546,40.82136,3153.88099,0.52674,3.3384,0.00268,0.45865,0.51595,1.30152,1.27072,3.14793,3.13445,1.60354,1.58025,2.7896,12.17261
GW231029_111508,C00:Mixed,68.20116,65.58015,41.93326,3190.78619,0.53196,3.3418,0.00288,0.4451,0.5145,1.28125,1.29724,3.12772,3.10219,1.57762,1.57163,3.10469,12.18515
GW231029_111508,C00:Mixed+XO4a,67.75189,65.79033,41.46129,3173.45772,0.52953,3.34246,0.00458,0.44335,0.51373,1.30406,1.30403,3.1312,3.13523,1.58612,1.57001,2.98998,12.19149
GW231029_111508,C00:NRSur7dq4,68.63222,64.51645,42.29404,3299.54772,0.54701,3.33577,0.00817,0.42089,0.52598,1.26966,1.28573,3.09383,3.10968,1.56013,1.56746,3.24778,12.20509
GW231029_111508,C00:SEOBNRv5PHM,68.581,65.82538,42.68468,3118.96638,0.52211,3.34822,-0.00204,0.45525,0.50156,1.27279,1.33455,3.13905,3.06019,1.56706,1.56718,3.26696,12.17761
GW230529_181500,C00:IMRPhenomNSBH,2.02703,3.80577,1.40655,204.43404,0.04465,2.90455,0.00765,0.12014,0.01263,2.27702,1.61583,0.0,0.0,1.55511,1.53284,3.16003,11.41404
GW230529_181500,C00:IMRPhenomPv2_NRTidalv2,2.02682,3.33907,1.59921,198.99701,0.0435,2.9745,-0.02309,0.43572,0.02499,2.01707,1.60221,3.1922,3.18485,1.53852,1.56338,3.10158,11.44882
GW230529_181500,C00:IMRPhenomXAS:HighSpin,2.02625,3.54845,1.52121,205.51244,0.04486,2.95886,-0.02156,0.16449,0.24988,2.2271,1.94946,0.0,0.0,1.56625,1.57018,3.161,11.39837
GW230529_181500,C00:IMRPhenomXAS:LowSpinSecondary,2.02692,3.91711,1.36779,205.97996,0.04497,2.92453,0.01452,0.11146,0.01269,2.17586,1.62142,0.0,0.0,1.5664,1.60134,3.15254,11.39397
GW230529_181500,C00:IMRPhenomXHM,2.02608,3.44244,1.55182,214.18507,0.04671,2.97042,-0.02052,0.18368,0.21853,2.48216,1.94515,0.0,0.0,1.60012,1.58157,2.78854,11.43096
GW230529_181500,C00:IMRPhenomXP,2.02606,3.58937,1.48923,200.62063,0.04385,2.872,0.01513,0.44127,0.476,1.84665,1.73105,3.14692,3.07776,1.58017,1.57203,3.15527,11.54167
GW230529_181500,C00:IMRPhenomXPHM:HighSpin,2.02589,3.49934,1.5139,205.36287,0.04487,2.91535,-0.02579,0.46281,0.45567,1.9214,1.68881,3.14992,3.15499,1.58315,1.57382,2.75445,11.59042
GW230529_181500,C00:IMRPhenomXPHM:LowSpin,2.02737,4.1732,1.26817,217.13987,0.04734,2.93853,-0.00377,0.02531,0.02499,1.59971,1.58442,3.17445,3.13441,1.54894,1.56264,2.79531,11.39854
GW230529_181500,C00:IMRPhenomXPHM:LowSpinSecondary,2.02583,3.46688,1.52431,201.55686,0.04405,2.94227,-0.02638,0.49307,0.02491,2.00684,1.58403,3.13415,3.13667,1.61774,1.56872,2.71831,11.59631
GW230529_181500,C00:Mixed:HighSpin,2.02603,3.58502,1.48386,202.51783,0.04426,2.90936,-0.02274,0.44531,0.44975,1.88989,1.69567,3.15893,3.15156,1.58204,1.57073,2.90197,11.60313
GW230529_181500,C00:Mixed:LowSpinSecondary,2.02597,3.54886,1.49579,200.10048,0.04374,2.89669,-0.00504,0.46198,0.02476,1.98288,1.57895,3.12949,3.1508,1.59139,1.56797,2.88796,11.60295
GW230529_181500,C00:SEOBNRv4_ROM_NRTidalv2_NSBH,2.02679,3.63958,1.47867,197.72384,0.04323,2.88414,0.02357,0.15802,0.0126,2.40631,1.56574,0.0,0.0,1.57111,1.57403,3.07988,11.41718
GW230529_181500,C00:SEOBNRv5PHM:HighSpin,2.02616,3.67074,1.45366,199.76622,0.04367,2.90637,-0.01743,0.42806,0.44453,1.86113,1.70029,3.16776,3.14126,1.58222,1.56429,3.05706,11.61573
GW230529_181500,C00:SEOBNRv5PHM:LowSpinSecondary,2.02611,3.62647,1.46929,198.40695,0.04338,2.86477,0.01607,0.4318,0.02462,1.96005,1.57395,3.1193,3.15876,1.56825,1.56512,3.05676,11.60968
GW230624_113103,C00:IMRPhenomXPHM-SpinTaylor,24.24956,27.35699,16.38694,1956.54595,0.35333,2.22918,-0.72746,0.36813,0.48116,1.2388,1.29159,3.10967,3.09359,1.43638,1.30882,3.62542,10.61095
GW230624_113103,C00:Mixed,24.63491,29.07417,16.25292,1885.04828,0.34206,2.22016,-0.71478,0.44823,0.49422,1.16577,1.27681,3.08601,3.06856,1.45821,1.26022,3.38822,10.69231
GW230624_113103,C00:SEOBNRv5PHM,25.01236,30.78942,16.11059,1814.50912,0.33094,2.21777,-0.7021,0.52687,0.50661,1.09604,1.25799,3.07232,3.04401,1.48057,1.21131,3.14559,10.7742
GW230601_224134,C00:IMRPhenomXO4a,71.7966,65.70028,43.79924,3463.63988,0.57185,3.18803,-0.06,0.44692,0.47007,1.68012,1.73205,3.16058,3.11703,1.64298,1.54823,4.46168,14.9386
GW230601_224134,C00:IMRPhenomXPHM-SpinTaylor,71.93859,66.20809,43.6317,3469.20106,0.57237,3.14887,-0.06923,0.45169,0.46404,1.61906,1.6806,3.1407,3.0841,1.70746,1.55191,4.51902,14.96217
GW230601_224134,C00:Mixed,72.01205,66.22906,43.68214,3468.03151,0.5721,3.07324,-0.08707,0.4483,0.47164,1.61451,1.65616,3.14059,3.12609,1.74983,1.5285,4.25701,14.96528
GW230601_224134,C00:Mixed+XO4a,71.95919,66.08382,43.71243,3468.03971,0.57219,3.1037,-0.07987,0.44785,0.47107,1.63165,1.67487,3.14492,3.1236,1.72268,1.53353,4.30876,14.95857
GW230601_224134,C00:NRSur7dq4,72.1167,66.00628,44.2592,3429.17814,0.56653,2.99686,-0.09224,0.4417,0.48235,1.64824,1.64258,3.16732,3.11733,1.78227,1.51459,4.19612,14.96667
GW230601_224134,C00:SEOBNRv5PHM,71.97045,66.45895,43.13579,3507.39448,0.57766,3.07966,-0.104,0.45206,0.46858,1.57911,1.64133,3.11941,3.18691,1.75838,1.52129,4.0516,14.96746
GW230608_205047,C00:IMRPhenomXPHM-SpinTaylor,51.84688,48.96223,30.65172,3492.73878,0.57512,1.69368,0.81816,0.45202,0.47829,1.45586,1.49259,3.15466,3.23475,1.49025,1.69264,3.30282,10.67501
GW230608_205047,C00:Mixed,51.6927,49.09911,30.36562,3492.56007,0.57531,1.67206,0.81268,0.4306,0.47056,1.4491,1.52875,3.12597,3.20086,1.47588,1.7277,3.1126,10.68617
GW230608_205047,C00:NRSur7dq4,51.58901,49.09439,30.21857,3494.7968,0.57565,1.64337,0.80759,0.42429,0.46661,1.44223,1.55877,3.12418,3.15879,1.47689,1.73896,2.99062,10.7038
GW230608_205047,C00:SEOBNRv5PHM,51.66711,49.25465,30.22125,3494.49267,0.57577,1.66896,0.81163,0.41559,0.46699,1.45068,1.53195,3.09581,3.20174,1.46285,1.75253,3.03837,10.6808
GW231014_040532,C00:IMRPhenomXPHM-SpinTaylor,21.24385,21.78834,14.5819,2279.09032,0.40225,4.52752,0.66941,0.55274,0.50074,1.20819,1.33804,3.1756,3.10843,1.55594,1.48747,3.18311,9.16281
GW231014_040532,C00:Mixed,21.3363,21.35321,14.7363,2339.37417,0.41127,4.51516,0.6701,0.52633,0.498,1.1982,1.34452,3.13523,3.11921,1.54808,1.51032,3.14554,9.1256
GW231014_040532,C00:SEOBNRv5PHM,21.42911,20.93585,14.89062,2397.57643,0.41998,4.50438,0.67144,0.501,0.49431,1.18728,1.35173,3.09732,3.1347,1.54245,1.5334,3.10977,9.0889
GW230922_020344,C00:IMRPhenomXPHM-SpinTaylor,38.33424,41.96048,28.98562,1483.48167,0.27914,5.88546,-0.39038,0.50468,0.47931,1.42889,1.58499,3.10884,4.15666,2.44666,1.93776,2.3799,13.00678
GW230922_020344,C00:Mixed,38.16376,40.41064,29.22923,1552.10344,0.29038,5.89184,-0.39263,0.43138,0.46476,1.4507,1.59015,3.10777,4.00952,2.46051,1.92884,3.07736,12.94166
GW230922_020344,C00:NRSur7dq4,38.08936,39.35309,29.53346,1590.6078,0.29661,5.89228,-0.3965,0.37204,0.45365,1.44954,1.59882,3.12257,3.92358,2.44575,1.92756,3.44041,12.89618
GW230922_020344,C00:SEOBNRv5PHM,38.06788,39.87357,29.18246,1584.1762,0.2957,5.89877,-0.39074,0.41676,0.46174,1.47244,1.58568,3.09562,3.94207,2.49027,1.92425,3.41474,12.92134
GW231008_142521,C00:IMRPhenomXPHM-SpinTaylor,43.34791,45.89842,25.58202,2970.05483,0.5023,1.90826,0.0709,0.39143,0.47713,1.69357,1.59935,3.16956,2.94542,2.00143,1.61955,3.85592,9.72659
GW231008_142521,C00:Mixed,43.6058,47.18086,25.35193,2947.23072,0.49915,1.83904,0.06214,0.45585,0.48171,1.6615,1.57378,3.20119,2.97911,2.05573,1.66442,3.39192,9.77018
GW231008_142521,C00:NRSur7dq4,43.57864,47.50474,25.39246,2897.76034,0.49216,1.82852,0.05784,0.48696,0.4801,1.64729,1.56044,3.20498,2.95963,2.08596,1.71868,3.13326,9.80496
GW231008_142521,C00:SEOBNRv5PHM,43.8864,48.1946,25.06218,2971.3262,0.50262,1.7816,0.05965,0.48916,0.48775,1.64274,1.56193,3.23618,3.03103,2.07617,1.65333,3.17665,9.77941
GW231127_165300,C00:IMRPhenomXPHM-SpinTaylor,52.45806,47.36227,28.25382,4517.26296,0.70789,3.08668,0.32278,0.48623,0.49459,1.51714,1.46242,3.17292,3.16324,1.59295,1.50524,3.1782,9.13051
GW231127_165300,C00:Mixed,52.8759,46.65944,28.92533,4538.29329,0.71064,3.08718,0.31404,0.46608,0.49351,1.48785,1.47299,3.18117,3.11112,1.61074,1.49893,3.13298,9.12907
GW231127_165300,C00:NRSur7dq4,53.00157,46.01286,29.34593,4551.11046,0.7121,3.09688,0.321,0.44267,0.49767,1.47766,1.48474,3.18662,3.04183,1.62094,1.50199,3.12372,9.13102
GW231127_165300,C00:SEOBNRv5PHM,53.15583,46.58099,29.19196,4543.2731,0.71151,3.07781,0.29824,0.47004,0.48784,1.46909,1.47467,3.17794,3.12911,1.61917,1.48877,3.09721,9.12466
GW231018_233037,C00:IMRPhenomXPHM-SpinTaylor,10.18843,12.10764,7.23332,1521.5564,0.28519,4.5835,0.10089,0.30708,0.44093,1.4694,1.52836,3.13299,3.14824,1.53825,1.59073,3.06047,8.38627
GW231018_233037,C00:Mixed,10.18356,12.08872,7.23573,1518.47402,0.28465,4.55888,0.08992,0.29568,0.43963,1.48638,1.52866,3.14298,3.15445,1.54629,1.59059,3.12488,8.38139
GW231018_233037,C00:SEOBNRv5PHM,10.17881,12.07066,7.2378,1515.40713,0.28412,4.53132,0.07828,0.28435,0.4381,1.50276,1.52939,3.15262,3.16293,1.55442,1.58902,3.19094,8.3764
